body_temp,respiratory_rate,ambient_temp,label
40.76,45.1,39.7,1
38.92,56.4,33.63,1
39.07,15.9,26.0,0
38.53,18.1,25.22,0
40.45,36.8,36.5,1
40.21,33.5,34.37,1
39.93,15.7,23.26,0
39.04,51.4,36.57,1
38.88,15.1,27.12,0
39.96,29.9,30.76,1
40.46,49.5,24.94,1
38.46,14.3,27.0,0
39.78,29.2,32.49,1
38.51,23.8,20.14,0
40.22,40.3,35.34,1
40.68,40.6,39.14,1
38.79,43.5,36.48,1
38.81,20.4,20.31,0
39.82,24.2,31.43,1
38.98,38.4,36.02,1
38.78,55.5,27.08,0
40.04,32.8,35.06,1
38.92,24.7,24.82,0
38.75,33.4,37.87,1
38.64,13.2,20.19,0
40.47,42.3,39.3,1
39.33,28.4,31.02,0
38.94,19.7,20.49,0
38.55,18.1,25.56,0
38.6,9.5,24.5,0
39.14,53.7,31.92,1
38.71,15.3,23.71,0
38.67,21.9,23.74,0
40.59,38.6,38.48,1
39.59,28.0,30.75,1
38.62,19.1,29.8,0
38.89,39.1,32.11,1
38.88,51.6,30.57,1
40.34,38.6,37.11,1
38.59,50.1,35.57,1
40.8,38.0,38.96,1
40.25,40.2,36.42,1
38.34,30.6,24.73,0
38.3,29.1,34.23,1
38.36,11.8,35.89,0
40.26,36.9,35.52,1
39.22,28.8,20.4,0
40.61,48.2,39.67,1
38.73,20.1,25.87,0
39.09,47.1,35.76,1
38.59,54.6,32.27,1
39.23,46.8,35.72,1
38.69,45.5,20.11,0
40.31,11.6,22.27,0
39.1,46.2,32.91,1
39.99,34.5,35.55,1
38.98,14.6,20.47,0
38.58,42.3,37.82,1
38.81,15.7,21.18,0
39.28,17.2,28.04,0
39.66,47.9,22.82,1
39.98,36.6,33.72,1
38.6,27.4,21.54,0
38.61,21.3,22.42,0
39.14,29.7,31.45,1
39.13,23.7,25.05,0
39.11,15.8,27.01,0
38.59,18.5,24.26,0
40.04,33.0,32.12,1
40.71,42.5,39.21,1
40.53,39.1,39.06,1
40.82,42.8,37.23,1
39.62,51.7,23.92,1
39.75,49.0,27.01,1
39.04,20.1,36.78,0
39.17,21.8,20.55,0
40.33,35.4,34.33,1
38.92,11.7,25.62,0
38.43,51.5,37.81,1
40.19,46.6,25.34,1
40.87,43.4,38.18,1
39.61,23.2,30.92,1
40.3,49.5,26.96,1
38.63,12.0,28.19,0
38.59,22.5,28.14,0
40.23,40.0,25.73,1
38.84,42.9,37.09,1
38.43,33.2,33.2,1
40.42,34.9,36.2,1
39.06,45.9,31.18,1
40.47,36.7,37.89,1
39.72,22.8,30.75,1
38.67,49.0,37.13,1
39.9,29.8,31.57,1
39.13,20.1,23.05,0
39.0,22.7,27.43,0
39.88,54.2,25.74,1
38.62,17.1,29.97,0
38.84,10.3,23.76,0
39.68,47.5,28.29,1
40.75,36.3,39.78,1
40.76,38.9,38.57,1
39.12,11.0,33.09,0
38.98,21.5,27.52,0
39.9,53.4,22.64,1
38.84,41.2,32.51,1
39.79,30.6,31.83,1
38.42,15.3,25.65,0
38.68,23.8,28.59,0
38.64,24.9,35.19,0
40.45,37.0,24.25,1
40.2,32.4,33.96,1
38.67,16.4,29.56,0
40.45,33.3,34.01,1
39.07,15.8,23.14,0
40.46,41.3,38.33,1
40.99,33.0,28.28,1
40.1,27.0,28.62,0
40.98,53.5,23.54,1
39.82,49.6,24.35,1
38.54,58.7,35.65,1
38.83,14.9,24.5,0
38.95,51.0,35.06,1
40.03,31.2,34.11,1
39.46,27.5,31.67,0
38.96,21.3,24.38,0
38.29,12.5,27.46,0
39.33,43.6,36.36,1
40.4,43.9,38.01,1
38.59,25.0,28.51,0
40.37,36.6,35.2,1
38.67,38.8,36.78,1
38.45,9.8,21.65,0
38.7,16.8,37.67,0
38.5,36.5,33.36,1
39.2,31.3,35.22,1
39.76,21.2,31.68,1
38.53,52.7,35.26,1
39.67,31.7,31.29,1
38.61,32.1,30.7,1
38.31,51.8,31.69,1
40.44,37.8,37.84,1
38.44,13.8,24.17,0
38.88,24.5,24.37,0
38.76,20.3,21.0,0
39.23,46.9,37.68,1
38.97,13.4,28.36,0
38.85,51.7,35.79,1
40.4,43.8,22.43,1
38.66,54.1,31.71,1
40.44,38.8,39.13,1
38.36,23.6,23.22,0
38.92,15.1,27.2,0
38.62,16.8,23.64,0
38.59,23.4,29.99,0
38.33,55.2,34.85,1
38.46,17.2,27.99,0
38.62,25.3,21.64,0
38.46,31.6,32.08,1
38.98,55.5,36.72,1
40.11,35.4,34.13,1
39.13,15.4,26.47,0
38.84,47.0,32.18,1
38.42,27.3,24.04,0
40.35,40.1,23.1,1
40.6,48.2,39.24,1
38.96,27.6,34.18,0
40.2,38.8,36.67,1
40.36,39.6,37.75,1
40.29,38.7,36.5,1
40.42,37.3,35.58,1
40.13,41.6,21.53,1
40.31,44.3,36.2,1
40.82,41.3,38.82,1
39.95,39.4,34.14,1
40.19,13.1,21.14,0
38.81,20.6,32.94,0
38.77,58.4,31.83,1
39.01,22.3,27.84,0
38.54,18.7,22.57,0
38.61,18.9,21.27,0
40.38,40.2,38.64,1
40.66,39.8,39.58,1
38.58,43.9,37.97,1
40.59,50.3,25.17,1
39.69,32.1,31.41,1
39.17,16.1,23.47,0
38.33,11.3,23.53,0
39.27,10.7,27.6,0
38.3,16.6,25.84,0
38.53,18.7,26.64,0
39.66,29.4,31.8,1
40.06,29.0,32.24,1
38.64,24.2,25.2,0
39.32,56.9,24.5,0
40.01,32.8,35.61,1
40.09,32.2,33.7,1
38.78,59.4,35.17,1
38.63,30.5,34.74,1
39.77,30.0,32.31,1
40.59,42.1,38.02,1
39.16,15.6,27.54,0
38.84,15.8,28.74,0
40.52,13.1,27.67,0
38.22,45.4,34.22,1
40.55,46.4,39.27,1
40.02,29.6,21.51,1
38.31,33.6,27.94,0
40.27,51.4,25.52,1
38.95,26.4,26.72,0
38.64,21.7,22.56,0
39.2,34.6,30.89,1
38.57,18.0,22.27,0
39.17,17.4,34.2,0
38.81,29.2,29.03,0
38.72,27.7,21.52,0
38.56,15.5,33.3,0
39.84,30.7,33.66,1
39.06,35.0,31.06,1
39.71,44.4,24.25,1
40.6,33.1,20.34,1
38.67,37.2,30.77,1
40.56,40.9,39.45,1
39.18,26.0,20.68,0
40.19,40.6,36.78,1
38.81,20.2,21.31,0
38.86,18.6,20.72,0
40.32,39.7,37.56,1
39.05,18.1,25.13,0
39.93,47.3,26.05,1
40.47,45.0,38.47,1
40.79,44.4,39.65,1
39.97,34.4,33.27,1
40.49,38.8,39.88,1
40.37,10.2,23.66,0
40.47,44.1,37.21,1
40.5,44.5,38.23,1
40.28,36.4,36.45,1
39.1,45.4,37.69,1
38.9,47.9,23.86,0
38.89,41.3,33.68,1
40.38,45.4,37.41,1
39.86,29.5,32.66,1
40.27,17.8,28.58,0
40.1,35.1,32.13,1
38.58,15.2,26.56,0
39.88,34.4,32.47,1
38.43,43.4,32.76,1
39.21,51.4,35.3,1
39.12,27.2,21.61,0
38.83,56.9,32.56,1
38.26,35.7,36.23,1
38.67,30.6,35.8,1
39.06,26.4,22.6,0
39.2,37.1,32.89,1
38.53,22.9,29.33,0
39.02,20.5,21.12,0
38.74,48.9,26.33,0
40.92,13.6,29.58,0
38.72,19.1,20.53,0
40.36,33.4,21.29,1
38.9,45.1,31.5,1
38.85,33.8,37.18,1
39.72,32.5,33.24,1
38.42,21.7,29.76,0
40.43,44.9,39.69,1
38.73,19.2,22.55,0
38.58,58.3,32.04,1
38.67,13.7,25.39,0
40.7,40.5,25.16,1
40.47,39.1,39.23,1
39.01,50.7,32.27,1
38.76,38.1,37.91,1
38.99,37.6,37.46,1
40.28,29.6,25.77,1
40.9,48.7,24.33,1
39.06,56.4,34.59,1
38.86,26.3,21.97,0
38.73,11.1,25.72,0
38.53,24.6,32.85,0
39.13,27.6,21.78,0
38.82,44.7,35.73,1
39.0,12.8,21.02,0
40.2,27.8,28.09,0
38.56,44.8,35.68,1
38.7,13.3,29.21,0
38.7,18.5,22.81,0
38.67,39.6,30.63,1
39.03,25.9,24.54,0
39.79,39.7,28.58,1
39.49,32.1,32.48,1
38.87,40.5,35.35,1
38.42,52.5,22.35,0
38.58,19.2,28.25,0
39.92,40.5,35.34,1
40.69,31.9,29.76,1
40.41,43.1,39.14,1
38.59,13.1,22.78,0
40.31,35.9,36.18,1
39.69,29.0,31.42,1
39.87,34.1,36.78,1
38.39,17.1,29.79,0
40.94,29.6,28.5,1
40.39,16.7,22.8,0
40.07,30.0,34.33,1
40.05,36.2,32.48,1
38.33,17.2,21.3,0
40.47,44.0,28.28,1
38.5,44.6,37.51,1
40.51,36.1,27.82,1
40.1,36.8,36.19,1
40.94,42.5,24.65,1
39.05,17.6,24.0,0
40.22,34.9,34.41,1
38.77,17.4,28.33,0
38.63,35.4,35.5,1
39.92,34.7,32.73,1
38.28,57.9,36.89,1
39.16,47.9,33.81,1
40.12,29.4,33.07,1
39.02,19.2,23.92,0
38.8,43.6,32.95,1
38.88,29.1,31.34,1
38.19,23.6,24.55,0
38.94,14.7,20.9,0
38.63,32.7,34.07,1
40.01,33.5,32.44,1
40.21,39.4,36.09,1
38.48,25.4,20.18,0
40.68,35.8,23.9,1
39.13,16.6,27.5,0
38.26,13.6,21.77,0
38.99,20.0,27.77,0
39.39,35.0,32.33,1
40.34,42.2,39.75,1
38.69,35.4,34.44,1
39.08,55.9,36.08,1
38.76,24.4,35.02,0
38.8,15.8,25.01,0
39.17,53.1,35.39,1
40.52,50.6,24.2,1
39.94,35.2,35.19,1
39.28,14.2,24.8,0
39.0,34.5,32.41,1
39.69,35.4,20.73,1
40.49,41.4,39.92,1
38.94,22.0,29.27,0
38.73,48.0,36.79,1
38.99,21.5,25.71,0
38.99,25.8,24.0,0
39.02,15.9,23.93,0
40.47,40.0,39.67,1
40.4,17.2,27.73,0
38.42,47.8,29.5,0
38.57,31.5,35.18,1
40.94,15.4,28.65,0
40.05,33.8,34.25,1
38.39,54.4,33.33,1
38.79,32.9,34.25,1
40.15,54.0,25.36,1
39.89,28.0,30.84,1
38.43,13.2,22.0,0
40.51,41.5,37.34,1
38.64,18.9,28.81,0
38.41,22.3,24.31,0
41.01,43.1,39.35,1
40.36,37.2,38.27,1
38.75,12.8,26.14,0
38.75,39.9,31.53,1
38.35,30.1,37.5,1
38.87,15.1,21.73,0
40.11,36.7,33.25,1
38.25,18.4,21.77,0
38.68,46.1,31.05,1
40.07,18.2,25.38,0
39.17,57.0,22.03,0
38.81,38.6,36.96,1
40.35,50.0,22.04,1
39.89,40.3,26.7,1
40.66,27.2,28.84,0
38.76,40.6,26.28,0
39.5,28.2,30.73,1
39.2,49.3,32.37,1
40.29,42.1,36.47,1
41.04,42.3,39.76,1
39.18,30.5,27.64,0
38.89,39.0,23.14,0
40.18,41.8,21.5,1
39.89,31.6,34.54,1
40.72,39.3,38.55,1
38.82,24.3,24.69,0
39.96,26.9,32.37,1
38.69,45.1,32.18,1
38.76,45.2,30.85,1
39.92,30.8,33.26,1
38.44,32.7,32.33,1
40.28,34.5,35.17,1
40.56,43.9,25.24,1
39.03,47.6,35.6,1
38.62,18.5,25.18,0
40.73,47.4,38.87,1
40.6,40.2,37.56,1
38.34,18.8,27.26,0
38.29,35.9,33.68,1
38.86,23.6,22.89,0
39.64,37.8,29.97,1
39.83,34.1,24.28,1
38.94,35.6,37.72,1
40.6,26.4,24.83,0
38.39,15.5,26.39,0
40.26,40.5,35.3,1
38.62,12.4,25.54,0
38.94,29.8,37.21,1
39.22,33.2,27.96,0
38.88,42.6,30.52,1
39.23,52.1,36.69,1
38.38,19.1,24.99,0
39.86,33.3,32.87,1
38.43,8.6,28.74,0
39.55,30.3,30.98,1
39.81,32.5,20.59,1
38.25,22.8,22.78,0
40.55,50.8,21.28,1
38.78,22.6,22.26,0
39.18,22.3,24.93,0
38.27,11.3,27.87,0
39.22,15.7,28.85,0
39.0,47.8,33.05,1
39.1,11.1,20.56,0
38.49,24.6,23.73,0
40.79,48.5,28.87,1
40.17,25.7,32.59,1
39.11,28.3,24.73,0
39.83,33.2,34.06,1
38.33,27.0,21.44,0
38.62,58.1,32.91,1
39.85,19.1,26.92,0
38.76,9.9,27.59,0
38.63,17.8,20.02,0
39.9,11.9,29.16,0
40.56,41.5,39.75,1
38.61,13.8,29.13,0
40.47,43.2,38.53,1
38.22,15.7,26.11,0
39.07,22.4,26.27,0
38.3,11.4,28.53,0
38.63,15.1,37.72,0
39.08,35.3,26.62,0
38.77,21.8,36.5,0
38.34,24.1,21.09,0
38.64,16.3,28.98,0
38.87,20.5,21.15,0
38.47,59.9,37.85,1
38.8,39.7,37.19,1
38.87,52.2,32.15,1
38.38,44.2,30.95,1
38.81,23.7,23.87,0
40.98,50.0,29.64,1
40.02,23.6,28.52,0
38.88,21.9,27.51,0
39.09,22.0,23.95,0
38.69,15.7,28.49,0
39.93,33.3,31.15,1
38.27,19.0,25.01,0
38.21,20.4,20.94,0
38.26,39.2,35.6,1
40.16,30.0,36.84,1
38.97,48.1,33.69,1
40.29,31.6,35.29,1
38.43,33.0,33.44,1
38.7,25.0,34.23,0
38.67,42.3,35.06,1
38.67,30.6,34.04,1
38.55,16.1,24.9,0
38.25,14.1,29.83,0
38.93,22.9,22.02,0
40.09,38.8,34.61,1
40.51,37.3,37.98,1
39.97,47.0,22.98,1
38.5,32.2,34.51,1
39.92,28.6,32.53,1
40.7,36.1,38.64,1
38.36,25.6,24.91,0
39.95,43.6,29.11,1
38.81,18.8,28.52,0
38.35,11.8,22.0,0
39.17,12.3,29.13,0
40.66,46.3,39.91,1
38.52,35.8,35.89,1
40.3,42.3,36.14,1
38.74,20.3,26.78,0
39.82,52.5,27.37,1
38.77,12.3,20.7,0
38.58,17.8,28.23,0
39.44,54.5,34.5,1
40.45,31.4,36.61,1
38.5,17.8,20.3,0
38.86,49.2,31.68,1
38.61,20.7,24.42,0
38.9,48.5,37.44,1
40.0,30.9,33.53,1
38.44,13.7,26.32,0
38.71,24.9,26.35,0
38.33,20.7,21.89,0
38.5,34.6,35.69,1
39.2,33.7,20.89,0
38.86,51.9,35.46,1
38.76,19.4,21.2,0
39.24,38.4,32.34,1
38.65,15.2,20.97,0
39.98,35.0,32.72,1
40.28,34.9,37.07,1
38.51,24.9,21.64,0
38.88,46.3,33.3,1
40.24,40.2,34.66,1
40.83,23.4,21.25,0
38.35,33.0,32.82,1
39.65,44.8,28.29,1
38.73,18.5,28.68,0
40.33,34.8,27.53,1
38.46,36.5,37.22,1
38.8,9.3,29.85,0
40.0,30.4,30.85,1
39.02,43.2,32.09,1
39.21,14.5,21.09,0
38.64,53.2,37.99,1
40.62,41.4,38.53,1
38.46,45.1,34.76,1
40.15,42.1,24.86,1
38.4,15.3,24.12,0
38.88,53.7,35.17,1
39.28,16.4,30.98,0
40.48,39.0,36.93,1
39.14,21.6,25.4,0
38.92,39.5,26.9,0
40.62,42.7,38.59,1
39.99,34.9,31.8,1
40.1,32.5,33.67,1
38.83,14.2,21.45,0
40.4,53.8,26.29,1
40.12,36.0,21.45,1
39.23,50.2,28.92,0
39.73,32.3,33.87,1
38.93,45.6,37.88,1
39.01,16.2,29.89,0
38.8,32.1,20.93,0
39.19,24.2,29.37,0
38.34,17.6,26.72,0
39.12,25.5,27.94,0
38.49,16.1,22.99,0
38.87,30.9,24.98,0
38.42,23.1,28.67,0
38.8,18.7,28.91,0
38.97,14.0,21.35,0
38.48,33.4,33.34,1
39.11,17.8,32.13,0
39.12,22.1,36.06,0
38.71,17.4,29.53,0
38.73,32.9,25.32,0
39.98,12.6,24.55,0
38.47,50.5,37.44,1
40.2,15.2,29.24,0
39.21,19.4,24.0,0
39.1,41.9,33.91,1
40.24,34.2,34.08,1
40.55,39.3,38.52,1
40.54,37.7,20.56,1
38.7,18.7,25.55,0
38.29,45.6,35.12,1
39.85,12.0,29.99,0
39.07,23.8,23.93,0
38.5,11.5,25.9,0
40.65,43.2,29.84,1
38.93,44.4,30.65,1
39.03,23.9,35.91,0
39.71,34.5,31.73,1
38.29,12.9,25.3,0
38.72,52.6,34.46,1
40.32,34.7,35.5,1
38.59,25.3,21.65,0
39.78,52.3,22.43,1
38.69,10.7,29.25,0
40.06,39.5,37.12,1
40.93,37.4,29.94,1
40.44,38.7,37.99,1
38.86,53.7,37.27,1
39.26,32.1,21.42,0
39.7,34.3,22.06,1
39.76,32.1,31.79,1
40.0,31.8,34.13,1
40.55,35.9,38.48,1
38.63,58.1,36.28,1
38.54,26.6,23.27,0
39.69,36.7,21.63,1
39.16,15.8,25.08,0
39.15,20.8,29.4,0
40.08,23.1,28.84,0
38.88,54.1,34.52,1
38.38,29.2,28.75,0
39.1,26.8,28.65,0
40.23,14.6,20.14,0
40.08,32.8,33.9,1
39.24,13.0,24.36,0
39.6,32.5,30.84,1
38.97,32.3,24.81,0
39.36,31.9,33.12,1
39.34,42.0,27.41,0
40.73,42.0,39.35,1
40.76,21.6,23.13,0
38.66,36.7,30.83,1
40.34,46.0,37.29,1
38.84,21.5,21.08,0
40.58,43.7,39.47,1
38.44,14.3,27.77,0
39.73,39.9,28.45,1
38.61,48.6,31.92,1
40.73,22.0,28.82,0
38.46,19.9,23.19,0
40.12,34.4,33.87,1
38.55,52.1,33.68,1
39.6,32.1,30.58,1
39.87,30.7,34.36,1
39.03,20.6,21.18,0
40.84,20.3,24.26,0
38.89,58.6,34.25,1
39.26,38.7,31.02,1
40.34,51.0,21.13,1
39.17,25.8,22.48,0
38.45,21.0,29.69,0
40.56,39.1,37.36,1
40.46,41.1,35.45,1
40.0,26.1,30.94,1
38.42,14.8,21.78,0
38.72,23.0,20.85,0
40.03,31.0,34.12,1
39.03,44.6,37.02,1
40.01,37.2,33.89,1
40.12,33.5,36.05,1
39.04,26.2,21.11,0
38.7,12.7,25.34,0
40.31,40.7,38.16,1
39.33,44.6,36.7,1
39.81,30.5,32.84,1
38.64,47.3,33.48,1
38.36,24.9,35.7,0
40.68,41.3,38.91,1
38.15,53.2,36.44,1
38.88,32.1,26.16,0
38.6,33.9,31.47,1
38.62,21.2,27.1,0
40.35,38.2,36.07,1
40.28,42.3,37.33,1
38.55,56.6,30.78,1
40.62,43.3,39.88,1
38.61,11.8,24.09,0
38.6,40.3,25.44,0
40.47,14.3,20.01,0
38.78,20.1,24.65,0
40.8,39.1,38.61,1
40.65,26.1,23.21,0
39.87,28.5,31.18,1
38.4,17.3,23.1,0
39.76,35.0,32.02,1
40.47,33.4,23.9,1
40.28,39.4,36.62,1
40.26,30.5,31.83,1
40.43,33.9,36.39,1
38.86,46.4,33.39,1
40.23,46.3,38.89,1
38.39,10.9,27.39,0
39.83,25.0,20.67,0
40.4,35.1,34.92,1
38.29,40.2,35.84,1
40.52,23.5,23.48,0
39.74,32.4,31.67,1
38.9,51.3,35.53,1
38.94,23.5,25.72,0
40.65,39.4,39.8,1
40.38,39.1,38.13,1
38.75,29.3,34.72,1
39.82,43.4,25.14,1
38.67,12.5,23.32,0
39.49,29.9,31.77,1
39.53,34.7,31.26,1
39.92,38.6,34.8,1
38.83,39.3,35.03,1
40.83,21.2,26.98,0
39.07,49.6,34.31,1
39.29,38.0,33.77,1
38.61,22.0,23.97,0
39.94,33.4,35.49,1
40.73,49.6,20.26,1
38.48,50.2,31.81,1
40.36,40.2,23.85,1
38.85,23.9,23.74,0
39.16,28.7,28.01,0
40.15,39.2,23.55,1
38.69,18.6,27.32,0
40.44,40.4,39.81,1
38.63,49.6,36.55,1
40.25,34.8,21.75,1
40.38,38.0,38.54,1
39.36,57.8,30.56,1
39.33,19.5,28.75,0
38.55,15.6,32.29,0
39.09,35.2,32.37,1
39.71,37.3,32.98,1
38.91,25.4,20.99,0
38.89,24.4,21.88,0
39.16,13.4,23.02,0
38.34,16.5,20.84,0
39.96,39.4,22.16,1
39.13,22.8,25.01,0
39.9,46.8,22.07,1
38.87,14.0,25.67,0
40.01,38.4,36.0,1
39.41,31.4,33.15,1
39.79,40.5,34.63,1
39.76,33.1,32.02,1
38.83,40.4,22.15,0
40.02,33.1,35.97,1
40.98,24.0,27.38,0
38.67,26.5,21.54,0
40.62,38.2,39.71,1
40.47,41.1,24.09,1
38.61,51.2,30.68,1
38.4,34.1,27.17,0
39.81,26.5,32.83,1
38.63,16.5,22.12,0
40.42,41.0,37.0,1
40.05,32.7,33.51,1
38.98,10.7,28.01,0
38.86,10.6,24.39,0
40.26,38.7,35.76,1
38.45,13.3,26.53,0
40.93,23.2,23.72,0
38.77,32.0,34.62,1
38.87,41.6,23.18,0
39.58,33.4,30.62,1
38.64,29.7,37.95,1
40.5,47.2,21.83,1
40.52,50.0,21.64,1
39.69,49.0,29.43,1
40.45,40.8,38.14,1
39.12,24.2,33.63,0
38.64,44.4,30.84,1
40.44,38.1,34.9,1
40.26,38.3,33.46,1
39.15,22.6,24.61,0
40.96,29.2,23.5,1
39.28,24.7,32.99,0
39.96,36.3,32.98,1
38.43,10.9,32.33,0
40.06,50.3,29.92,1
40.13,31.6,33.62,1
38.79,22.1,20.85,0
39.01,26.0,24.53,0
40.7,29.8,34.17,1
39.82,21.5,24.16,0
38.81,21.2,34.52,0
39.13,27.2,26.86,0
38.75,21.5,26.77,0
40.73,37.4,39.91,1
39.66,34.2,31.93,1
39.07,13.3,24.76,0
39.77,45.4,28.15,1
39.85,29.7,31.99,1
39.89,41.7,36.04,1
38.77,26.3,21.19,0
38.7,49.8,31.44,1
39.37,51.5,35.06,1
40.49,43.0,36.7,1
39.79,32.8,32.83,1
40.72,35.0,38.11,1
40.71,52.7,24.43,1
39.88,37.7,35.05,1
40.28,46.1,24.73,1
39.8,36.2,35.25,1
39.74,30.5,24.04,1
40.07,26.7,30.63,1
40.87,49.5,39.77,1
39.37,27.3,30.92,0
40.52,40.1,36.19,1
38.35,52.9,29.23,0
40.99,20.5,26.22,0
38.77,18.2,34.99,0
40.16,40.1,36.0,1
39.08,18.7,21.29,0
39.02,10.6,23.46,0
38.48,48.8,31.74,1
39.11,39.4,31.08,1
39.66,31.7,34.98,1
38.76,46.4,32.89,1
38.78,45.4,31.33,1
38.88,56.1,34.31,1
39.54,35.8,30.84,1
39.09,38.9,35.46,1
39.77,42.2,29.9,1
40.28,36.5,36.22,1
38.34,19.7,21.76,0
38.58,30.2,36.71,1
38.68,25.9,27.01,0
38.44,24.9,29.89,0
40.02,38.8,22.01,1
40.35,35.3,36.08,1
38.53,46.1,37.81,1
40.79,26.1,24.34,0
39.91,35.3,22.59,1
39.1,29.1,31.78,1
39.99,30.4,34.41,1
40.03,41.4,36.36,1
38.9,23.0,26.3,0
38.59,18.2,28.92,0
38.16,28.9,26.38,0
40.02,38.7,26.22,1
39.03,52.2,37.02,1
38.28,20.4,25.7,0
40.93,22.8,22.65,0
38.94,38.4,21.0,0
40.13,32.8,34.79,1
38.39,35.2,33.03,1
40.58,23.7,22.73,0
40.17,37.3,36.19,1
38.48,9.3,24.4,0
38.96,22.6,21.32,0
39.07,21.3,25.88,0
39.03,39.9,30.56,1
39.22,11.5,27.44,0
38.41,17.6,22.95,0
39.16,49.6,33.88,1
38.53,19.1,33.4,0
39.93,42.4,22.32,1
38.24,19.0,27.39,0
38.44,58.9,33.17,1
39.84,33.4,33.2,1
38.61,40.8,30.62,1
40.72,20.2,21.23,0
38.65,11.3,25.37,0
39.53,35.4,31.8,1
38.55,36.2,31.81,1
40.61,35.4,34.66,1
38.33,36.1,37.56,1
40.3,33.0,34.82,1
38.34,16.4,21.26,0
40.34,35.7,37.29,1
39.38,36.8,28.38,0
39.14,40.8,31.07,1
38.75,20.4,29.21,0
38.68,34.6,32.48,1
38.87,33.2,35.35,1
38.93,50.6,36.83,1
38.53,13.2,28.55,0
39.58,32.3,34.47,1
38.53,12.6,27.77,0
39.93,27.6,32.38,1
38.47,49.4,34.89,1
40.73,41.9,37.29,1
39.07,49.3,37.91,1
39.83,30.8,32.71,1
40.32,29.2,29.04,1
39.9,30.3,34.08,1
39.38,27.5,23.83,0
40.47,42.0,39.58,1
39.28,19.0,21.98,0
39.76,31.5,31.87,1
38.42,26.5,21.22,0
38.9,56.8,32.82,1
40.41,41.2,38.78,1
38.67,15.3,28.23,0
38.95,46.6,37.38,1
39.7,27.5,33.1,1
39.06,38.2,34.11,1
39.86,35.6,34.54,1
38.57,16.4,20.96,0
40.33,31.9,35.11,1
38.63,48.5,35.42,1
38.93,9.9,26.35,0
40.54,41.4,38.01,1
39.22,18.6,27.51,0
39.09,37.9,34.04,1
38.58,18.7,26.52,0
38.96,10.4,27.3,0
40.48,37.0,36.92,1
38.52,22.1,21.38,0
40.57,40.9,38.75,1
39.21,15.0,24.14,0
38.84,23.6,25.45,0
38.63,26.5,26.09,0
38.95,11.5,27.26,0
39.85,11.9,23.88,0
38.26,44.1,37.3,1
39.62,20.2,26.9,0
39.79,25.6,30.55,1
38.81,24.9,35.15,0
38.41,27.3,26.78,0
40.02,27.1,33.63,1
38.97,52.3,23.36,0
40.45,32.2,20.47,1
38.67,13.1,21.84,0
40.63,50.5,28.27,1
38.8,11.3,28.97,0
39.52,28.5,31.6,1
39.01,10.1,24.38,0
40.2,40.3,37.17,1
38.35,17.8,29.72,0
38.81,22.6,29.16,0
40.64,40.1,38.62,1
39.13,36.5,32.19,1
38.32,58.5,30.65,1
38.97,9.9,21.55,0
39.98,36.6,34.98,1
38.87,29.8,24.13,0
38.51,43.7,29.33,0
38.75,20.2,29.92,0
38.81,51.5,33.6,1
40.26,30.5,21.85,1
38.55,26.7,27.5,0
38.87,46.3,32.41,1
40.33,54.4,25.96,1
39.78,31.5,32.64,1
39.91,31.8,35.27,1
38.58,34.6,34.45,1
40.5,41.3,36.95,1
38.56,18.1,24.7,0
38.55,9.4,28.53,0
38.43,58.5,31.65,1
39.67,43.5,25.82,1
40.12,32.3,33.7,1
38.71,42.5,31.42,1
40.17,32.9,34.1,1
40.88,40.1,38.71,1
40.02,39.2,35.87,1
38.67,37.5,37.48,1
38.8,45.0,34.73,1
39.83,47.4,21.84,1
38.9,41.1,31.43,1
39.84,32.2,33.92,1
38.56,14.2,27.97,0
40.61,34.3,37.64,1
40.23,40.4,35.48,1
38.73,12.3,24.78,0
39.2,29.7,35.45,1
40.24,35.5,34.79,1
40.08,37.6,35.53,1
38.75,50.8,32.79,1
40.9,42.7,39.17,1
38.47,13.0,20.05,0
38.8,53.1,25.99,0
39.81,31.8,20.04,1
39.96,46.4,20.61,1
39.79,28.0,31.72,1
38.5,35.3,30.87,1
40.07,30.0,32.83,1
39.16,27.6,37.39,0
40.13,36.3,34.43,1
38.49,11.5,28.44,0
39.07,25.9,35.41,0
38.5,33.1,34.42,1
38.48,58.0,31.49,1
38.4,12.4,22.62,0
40.52,37.6,37.3,1
38.84,27.0,26.08,0
38.69,35.7,30.67,1
39.89,41.9,28.93,1
40.06,41.4,37.58,1
38.44,52.2,26.37,0
39.15,37.6,30.95,1
38.57,15.0,29.24,0
39.0,26.6,22.78,0
39.95,15.8,28.52,0
38.68,51.8,32.44,1
39.07,15.6,24.31,0
39.47,33.0,32.07,1
38.47,12.8,23.55,0
40.12,46.5,24.15,1
38.19,13.1,26.36,0
38.39,19.8,21.75,0
39.94,28.7,33.89,1
39.12,26.5,28.88,0
40.26,40.3,38.2,1
39.24,32.7,31.85,1
38.79,37.6,36.43,1
40.89,52.3,27.27,1
40.04,33.1,33.2,1
40.76,37.1,35.58,1
38.63,16.1,26.2,0
40.53,53.4,27.45,1
39.76,34.0,32.96,1
39.18,12.4,21.71,0
39.01,15.3,37.76,0
38.97,41.9,35.81,1
38.64,37.4,31.0,1
40.82,49.8,22.28,1
40.63,36.1,38.07,1
40.88,42.5,39.1,1
38.7,17.6,27.35,0
39.93,38.2,35.61,1
38.92,15.2,26.49,0
